Source	Target
DB01024	ENSG00000178035
DB00591	ENSG00000113580
DB00420	ENSG00000196639
DB00420	ENSG00000069696
DB00420	ENSG00000102468
DB00420	ENSG00000133019
DB00420	ENSG00000170214
DB00420	ENSG00000149295
DB00420	ENSG00000120907
DB00420	ENSG00000147246
DB00420	ENSG00000181072
DB00420	ENSG00000171873
DB00420	ENSG00000184845
DB00420	ENSG00000180720
DB00420	ENSG00000184984
DB00420	ENSG00000168539
DB00615	ENSG00000166598
DB00615	ENSG00000080824
DB01198	ENSG00000151834
DB01198	ENSG00000100300
DB01198	ENSG00000022355
DB01198	ENSG00000011677
DB01198	ENSG00000186297
DB00824	ENSG00000065989
DB00824	ENSG00000128271
DB00824	ENSG00000163485
DB00824	ENSG00000184588
DB00824	ENSG00000170425
DB00436	ENSG00000167434
DB00436	ENSG00000104267
DB00436	ENSG00000070915
DB00436	ENSG00000133742
DB00436	ENSG00000156113
DB00025	ENSG00000126218
DB00025	ENSG00000101981
DB00025	ENSG00000110799
DB00025	ENSG00000123384
DB00025	ENSG00000044574
DB00025	ENSG00000074695
DB00025	ENSG00000127022
DB00025	ENSG00000180398
DB00025	ENSG00000161944
DB00025	ENSG00000107537
DB00025	ENSG00000179218
DB01352	ENSG00000109158
DB01352	ENSG00000164418
DB01352	ENSG00000120251
DB01352	ENSG00000011677
DB01352	ENSG00000022355
DB01352	ENSG00000186297
DB01352	ENSG00000101204
DB01352	ENSG00000274542
DB01352	ENSG00000175344
DB01352	ENSG00000145863
DB01352	ENSG00000151834
DB01075	ENSG00000196639
DB00710	ENSG00000160752
DB00628	ENSG00000100300
DB00628	ENSG00000022355
DB00807	ENSG00000185313
DB00178	ENSG00000159640
DB00113	ENSG00000079385
DB00989	ENSG00000087085
DB00989	ENSG00000114200
DB00589	ENSG00000069696
DB00589	ENSG00000179546
DB00589	ENSG00000147246
DB00589	ENSG00000178394
DB00589	ENSG00000149295
DB00589	ENSG00000151577
DB00589	ENSG00000184160
DB00589	ENSG00000184845
DB00589	ENSG00000102468
DB00589	ENSG00000150594
DB00589	ENSG00000169676
DB00589	ENSG00000135914
DB00589	ENSG00000135312
DB01437	ENSG00000022355
DB00310	ENSG00000074803
DB01174	ENSG00000164418
DB01174	ENSG00000101204
DB01174	ENSG00000274542
DB01174	ENSG00000175344
DB01174	ENSG00000176884
DB01174	ENSG00000022355
DB01174	ENSG00000120251
DB00325	ENSG00000169418
DB01616	ENSG00000178394
DB01070	ENSG00000111424
DB08918	ENSG00000103546
DB08918	ENSG00000108576
DB01238	ENSG00000133019
DB01238	ENSG00000148680
DB01238	ENSG00000170214
DB01238	ENSG00000069696
DB01238	ENSG00000184160
DB01238	ENSG00000196639
DB01238	ENSG00000158748
DB01238	ENSG00000120907
DB01238	ENSG00000184984
DB01238	ENSG00000151577
DB01238	ENSG00000149295
DB01238	ENSG00000102468
DB01238	ENSG00000179546
DB01238	ENSG00000181072
DB01238	ENSG00000169676
DB01238	ENSG00000150594
DB01238	ENSG00000135312
DB01238	ENSG00000168830
DB01238	ENSG00000166736
DB01238	ENSG00000184845
DB01238	ENSG00000168539
DB01238	ENSG00000180720
DB01238	ENSG00000147246
DB01238	ENSG00000178394
DB01463	ENSG00000276996
DB01463	ENSG00000142319
DB00119	ENSG00000147100
DB00119	ENSG00000168679
DB00119	ENSG00000100156
DB00119	ENSG00000141526
DB00119	ENSG00000113492
DB00119	ENSG00000108932
DB00119	ENSG00000168291
DB00119	ENSG00000118596
DB00119	ENSG00000170190
DB00119	ENSG00000281917
DB00119	ENSG00000155380
DB00119	ENSG00000262785
DB00119	ENSG00000143627
DB00119	ENSG00000173599
DB00119	ENSG00000183044
DB00119	ENSG00000067225
DB04920	ENSG00000151067
DB04920	ENSG00000102001
DB04920	ENSG00000157388
DB04920	ENSG00000081248
DB06695	ENSG00000180210
DB00999	ENSG00000070915
DB00999	ENSG00000074410
DB00999	ENSG00000107159
DB00999	ENSG00000133742
DB00999	ENSG00000104267
DB00999	ENSG00000167434
DB00999	ENSG00000156113
DB08885	ENSG00000119630
DB08885	ENSG00000173511
DB08885	ENSG00000112715
DB00821	ENSG00000073756
DB00821	ENSG00000095303
DB00605	ENSG00000102882
DB00605	ENSG00000085662
DB00605	ENSG00000183134
DB00605	ENSG00000095303
DB00605	ENSG00000112033
DB00605	ENSG00000073756
DB01271	ENSG00000105355
DB00587	ENSG00000173198
DB00936	ENSG00000073756
DB00936	ENSG00000187134
DB00936	ENSG00000095303
DB00392	ENSG00000198785
DB00392	ENSG00000181072
DB00392	ENSG00000168539
DB01411	ENSG00000228321
DB01411	ENSG00000232810
DB01411	ENSG00000230108
DB01411	ENSG00000206439
DB01411	ENSG00000204490
DB01411	ENSG00000228849
DB01411	ENSG00000223952
DB01411	ENSG00000173198
DB01411	ENSG00000113525
DB01411	ENSG00000169397
DB01411	ENSG00000109320
DB01425	ENSG00000149295
DB00189	ENSG00000022355
DB00896	ENSG00000113580
DB00283	ENSG00000196639
DB01282	ENSG00000180914
DB00624	ENSG00000169083
DB00417	ENSG00000088386
DB00228	ENSG00000099624
DB00228	ENSG00000017260
DB00228	ENSG00000022355
DB00228	ENSG00000111262
DB00228	ENSG00000155511
DB00228	ENSG00000145888
DB00228	ENSG00000104783
DB00895	ENSG00000158869
DB00895	ENSG00000179639
DB00166	ENSG00000121897
DB00166	ENSG00000144182
DB00166	ENSG00000138074
DB00770	ENSG00000160951
DB00770	ENSG00000125384
DB00445	ENSG00000153922
DB00445	ENSG00000131747
DB00498	ENSG00000167397
DB00949	ENSG00000273079
DB00949	ENSG00000198785
DB00949	ENSG00000183454
DB00055	ENSG00000115486
DB00055	ENSG00000184500
DB00055	ENSG00000178726
DB00055	ENSG00000163737
DB00055	ENSG00000188488
DB00055	ENSG00000047457
DB00055	ENSG00000124570
DB00055	ENSG00000180210
DB00055	ENSG00000106366
DB00055	ENSG00000185010
DB00055	ENSG00000198734
DB00055	ENSG00000101000
DB00599	ENSG00000011677
DB00599	ENSG00000109158
DB00599	ENSG00000145863
DB00599	ENSG00000186297
DB00599	ENSG00000164418
DB00599	ENSG00000151834
DB00599	ENSG00000120251
DB00599	ENSG00000117480
DB00599	ENSG00000022355
DB00599	ENSG00000274542
DB00599	ENSG00000175344
DB00599	ENSG00000101204
DB00800	ENSG00000184160
DB00800	ENSG00000171873
DB00800	ENSG00000170214
DB00800	ENSG00000120907
DB00800	ENSG00000169676
DB00800	ENSG00000150594
DB00800	ENSG00000184845
DB00670	ENSG00000168539
DB00890	ENSG00000091831
DB06372	ENSG00000125538
DB06372	ENSG00000136689
DB06372	ENSG00000115008
DB00699	ENSG00000120907
DB01171	ENSG00000189221
DB00777	ENSG00000147246
DB00777	ENSG00000171873
DB00777	ENSG00000102468
DB00777	ENSG00000168539
DB00777	ENSG00000149295
DB00777	ENSG00000180720
DB00777	ENSG00000184845
DB00777	ENSG00000184984
DB00777	ENSG00000196639
DB00777	ENSG00000133019
DB00777	ENSG00000170214
DB00777	ENSG00000069696
DB00777	ENSG00000120907
DB00777	ENSG00000181072
DB01276	ENSG00000112164
DB01623	ENSG00000149295
DB01623	ENSG00000102468
DB01623	ENSG00000184845
DB01029	ENSG00000177606
DB01029	ENSG00000144891
DB00322	ENSG00000176890
DB06204	ENSG00000166736
DB06204	ENSG00000108576
DB06204	ENSG00000112038
DB06204	ENSG00000103546
DB06204	ENSG00000082556
DB06204	ENSG00000116329
DB00376	ENSG00000184984
DB00376	ENSG00000181072
DB00376	ENSG00000133019
DB00376	ENSG00000168539
DB00376	ENSG00000180720
DB08936	ENSG00000196639
DB01240	ENSG00000124212
DB01240	ENSG00000169313
DB01240	ENSG00000160013
DB00741	ENSG00000135046
DB00741	ENSG00000113580
DB01419	ENSG00000095303
DB01419	ENSG00000073756
DB01626	ENSG00000069535
DB01626	ENSG00000189221
DB01081	ENSG00000112038
DB01081	ENSG00000116329
DB00284	ENSG00000243480
DB00284	ENSG00000171298
DB00284	ENSG00000257335
DB00284	ENSG00000090402
DB00126	ENSG00000012817
DB00126	ENSG00000087263
DB00126	ENSG00000129151
DB00126	ENSG00000135766
DB00126	ENSG00000129521
DB00126	ENSG00000166199
DB00126	ENSG00000122884
DB00126	ENSG00000123454
DB00126	ENSG00000189046
DB00126	ENSG00000152952
DB00126	ENSG00000145730
DB00126	ENSG00000090530
DB00126	ENSG00000106397
DB00126	ENSG00000185973
DB00126	ENSG00000170482
DB00126	ENSG00000117385
DB00126	ENSG00000110811
DB00126	ENSG00000083444
DB00126	ENSG00000111325
DB00126	ENSG00000178467
DB00126	ENSG00000115850
DB00126	ENSG00000269858
DB00126	ENSG00000107537
DB01178	ENSG00000100300
DB00973	ENSG00000015520
DB00973	ENSG00000057252
DB00973	ENSG00000166825
DB00252	ENSG00000183873
DB00252	ENSG00000144285
DB00778	ENSG00000085563
DB00295	ENSG00000082556
DB00295	ENSG00000112038
DB00295	ENSG00000116329
DB01069	ENSG00000133019
DB01069	ENSG00000180720
DB01069	ENSG00000184984
DB01069	ENSG00000160014
DB01069	ENSG00000198668
DB01069	ENSG00000143933
DB01069	ENSG00000196639
DB01069	ENSG00000149295
DB01069	ENSG00000168539
DB01069	ENSG00000181072
DB01069	ENSG00000120907
DB01069	ENSG00000102468
DB01597	ENSG00000015413
DB00844	ENSG00000082556
DB00844	ENSG00000116329
DB00844	ENSG00000112038
DB04868	ENSG00000097007
DB04868	ENSG00000157404
DB00204	ENSG00000082482
DB00204	ENSG00000184185
DB00204	ENSG00000055118
DB00172	ENSG00000162396
DB00172	ENSG00000108179
DB00172	ENSG00000138398
DB00172	ENSG00000110811
DB00172	ENSG00000183010
DB00172	ENSG00000168938
DB00172	ENSG00000100033
DB00172	ENSG00000196262
DB00172	ENSG00000104524
DB00172	ENSG00000166794
DB00172	ENSG00000117385
DB00172	ENSG00000126790
DB00172	ENSG00000171960
DB00172	ENSG00000011083
DB00172	ENSG00000072682
DB00172	ENSG00000136628
DB00172	ENSG00000143811
DB00172	ENSG00000268104
DB00172	ENSG00000147471
DB00172	ENSG00000122884
DB00172	ENSG00000090530
DB01211	ENSG00000134538
DB01211	ENSG00000111700
DB01211	ENSG00000055118
DB01211	ENSG00000085563
DB01211	ENSG00000160868
DB01613	ENSG00000169418
DB01613	ENSG00000159899
DB00032	ENSG00000170820
DB00032	ENSG00000138039
DB00977	ENSG00000144852
DB00977	ENSG00000091831
DB00116	ENSG00000065911
DB00116	ENSG00000103707
DB00116	ENSG00000176974
DB00116	ENSG00000177000
DB00116	ENSG00000100714
DB00116	ENSG00000182199
DB00116	ENSG00000144908
DB00116	ENSG00000116984
DB00116	ENSG00000145020
DB00116	ENSG00000160282
DB00116	ENSG00000138363
DB00050	ENSG00000109163
DB00050	ENSG00000138039
DB01608	ENSG00000184845
DB01608	ENSG00000150594
DB01608	ENSG00000170214
DB01396	ENSG00000163399
DB00862	ENSG00000185527
DB00862	ENSG00000139053
DB00862	ENSG00000138735
DB01102	ENSG00000188778
DB01102	ENSG00000043591
DB01102	ENSG00000169252
DB00573	ENSG00000095303
DB00573	ENSG00000073756
DB00181	ENSG00000237112
DB00181	ENSG00000232569
DB00181	ENSG00000237051
DB00181	ENSG00000204681
DB00181	ENSG00000232632
DB00181	ENSG00000206511
DB00181	ENSG00000206466
DB00181	ENSG00000136928
DB00839	ENSG00000151704
DB01272	ENSG00000003056
DB01206	ENSG00000015592
DB01611	ENSG00000239732
DB01611	ENSG00000196664
DB01064	ENSG00000105647
DB01064	ENSG00000268173
DB01064	ENSG00000117461
DB01064	ENSG00000100030
DB01064	ENSG00000145675
DB01064	ENSG00000043591
DB01064	ENSG00000188778
DB01064	ENSG00000169252
DB00397	ENSG00000150594
DB00397	ENSG00000120907
DB00397	ENSG00000169252
DB00397	ENSG00000184845
DB00397	ENSG00000043591
DB01097	ENSG00000102967
DB01097	ENSG00000106546
DB01097	ENSG00000120899
DB00083	ENSG00000132639
DB00083	ENSG00000143878
DB08996	ENSG00000087085
DB06720	ENSG00000177628
DB05389	ENSG00000177575
DB05389	ENSG00000090316
DB01291	ENSG00000043591
DB01291	ENSG00000169252
DB01023	ENSG00000081248
DB01023	ENSG00000196557
DB01023	ENSG00000123360
DB01023	ENSG00000115252
DB01023	ENSG00000007402
DB01023	ENSG00000153956
DB01023	ENSG00000151067
DB01023	ENSG00000101470
DB01023	ENSG00000165995
DB01023	ENSG00000160014
DB01023	ENSG00000198668
DB01023	ENSG00000143933
DB01023	ENSG00000151623
DB01023	ENSG00000157388
DB01023	ENSG00000114854
DB01084	ENSG00000196639
DB01193	ENSG00000043591
DB01193	ENSG00000169252
DB00195	ENSG00000043591
DB00195	ENSG00000169252
DB08808	ENSG00000188778
DB08808	ENSG00000043591
DB08808	ENSG00000169252
DB00063	ENSG00000259207
DB01202	ENSG00000148408
DB01202	ENSG00000159164
DB01195	ENSG00000007314
DB01195	ENSG00000183873
DB01273	ENSG00000147434
DB01273	ENSG00000101204
DB01273	ENSG00000080644
DB01273	ENSG00000274542
DB01273	ENSG00000175344
DB00561	ENSG00000171303
DB00561	ENSG00000169427
DB00720	ENSG00000005022
DB00720	ENSG00000169100
DB00720	ENSG00000151729
DB06148	ENSG00000147246
DB06148	ENSG00000108576
DB06148	ENSG00000134489
DB06148	ENSG00000184160
DB06148	ENSG00000148680
DB06148	ENSG00000276996
DB06148	ENSG00000142319
DB06148	ENSG00000082556
DB06148	ENSG00000179097
DB06148	ENSG00000196639
DB06148	ENSG00000151577
DB06148	ENSG00000184845
DB06148	ENSG00000178394
DB06148	ENSG00000158748
DB06148	ENSG00000149295
DB06148	ENSG00000120907
DB06148	ENSG00000135914
DB06148	ENSG00000102468
DB06148	ENSG00000103546
DB06148	ENSG00000150594
DB01213	ENSG00000248144
DB01213	ENSG00000121691
DB01213	ENSG00000196616
DB01213	ENSG00000187758
DB00727	ENSG00000169418
DB01100	ENSG00000055118
DB01100	ENSG00000151577
DB01100	ENSG00000149295
DB01100	ENSG00000160014
DB01100	ENSG00000198668
DB01100	ENSG00000143933
DB00398	ENSG00000132155
DB00398	ENSG00000157404
DB00398	ENSG00000102755
DB00398	ENSG00000037280
DB00398	ENSG00000157764
DB00398	ENSG00000113721
DB00398	ENSG00000122025
DB00398	ENSG00000077782
DB00398	ENSG00000128052
DB00398	ENSG00000165731
DB08820	ENSG00000001626
DB06689	ENSG00000131187
DB00942	ENSG00000168539
DB00551	ENSG00000262406
DB00024	ENSG00000165409
DB01407	ENSG00000228321
DB01407	ENSG00000232810
DB01407	ENSG00000230108
DB01407	ENSG00000206439
DB01407	ENSG00000204490
DB01407	ENSG00000228849
DB01407	ENSG00000223952
DB01407	ENSG00000169252
DB01407	ENSG00000043591
DB01407	ENSG00000134259
DB01407	ENSG00000188778
DB01353	ENSG00000022355
DB01353	ENSG00000145863
DB01353	ENSG00000011677
DB01353	ENSG00000151834
DB01353	ENSG00000120251
DB01353	ENSG00000164418
DB01353	ENSG00000274542
DB01353	ENSG00000175344
DB01353	ENSG00000109158
DB01353	ENSG00000186297
DB01353	ENSG00000101204
DB01429	ENSG00000183873
DB01429	ENSG00000160014
DB01429	ENSG00000198668
DB01429	ENSG00000143933
DB00070	ENSG00000105329
DB01347	ENSG00000144891
DB00391	ENSG00000149295
DB00391	ENSG00000151577
DB00150	ENSG00000116874
DB00150	ENSG00000140105
DB01580	ENSG00000043591
DB01580	ENSG00000169252
DB01125	ENSG00000115486
DB01022	ENSG00000242252
DB01022	ENSG00000115486
DB00773	ENSG00000131747
DB00773	ENSG00000077097
DB00928	ENSG00000130816
DB00552	ENSG00000196839
DB00207	ENSG00000160868
DB00207	ENSG00000159339
DB00207	ENSG00000280908
DB00471	ENSG00000275565
DB00471	ENSG00000012779
DB00471	ENSG00000173198
DB00622	ENSG00000171873
DB00622	ENSG00000151067
DB00622	ENSG00000170214
DB00622	ENSG00000184984
DB00622	ENSG00000160014
DB00622	ENSG00000198668
DB00622	ENSG00000143933
DB00622	ENSG00000180720
DB00622	ENSG00000168539
DB00622	ENSG00000165995
DB00622	ENSG00000153956
DB00622	ENSG00000120907
DB00622	ENSG00000157388
DB00622	ENSG00000115252
DB00622	ENSG00000123360
DB00622	ENSG00000181072
DB00622	ENSG00000133019
DB00667	ENSG00000101180
DB00667	ENSG00000196639
DB00667	ENSG00000113749
DB00667	ENSG00000134489
DB00562	ENSG00000070915
DB00562	ENSG00000167434
DB00562	ENSG00000107159
DB00562	ENSG00000104267
DB00562	ENSG00000074410
DB00562	ENSG00000133742
DB00146	ENSG00000111424
DB00257	ENSG00000104783
DB00806	ENSG00000184588
DB00806	ENSG00000135318
DB00806	ENSG00000065989
DB00806	ENSG00000128271
DB00806	ENSG00000163485
DB00806	ENSG00000138735
DB08904	ENSG00000228321
DB08904	ENSG00000232810
DB08904	ENSG00000230108
DB08904	ENSG00000206439
DB08904	ENSG00000204490
DB08904	ENSG00000228849
DB08904	ENSG00000223952
DB00837	ENSG00000022355
DB00837	ENSG00000237112
DB00837	ENSG00000232569
DB00837	ENSG00000237051
DB00837	ENSG00000204681
DB00837	ENSG00000232632
DB00837	ENSG00000206511
DB00837	ENSG00000206466
DB00180	ENSG00000113580
DB04930	ENSG00000144285
DB00173	ENSG00000198931
DB00173	ENSG00000135250
DB00173	ENSG00000076555
DB00173	ENSG00000115425
DB00173	ENSG00000099810
DB00173	ENSG00000143727
DB00550	ENSG00000115705
DB08896	ENSG00000132155
DB08896	ENSG00000185386
DB08896	ENSG00000142627
DB08896	ENSG00000134853
DB08896	ENSG00000165731
DB08896	ENSG00000111816
DB08896	ENSG00000128052
DB08896	ENSG00000120156
DB08896	ENSG00000037280
DB08896	ENSG00000077782
DB08896	ENSG00000102755
DB08896	ENSG00000066468
DB08896	ENSG00000162733
DB08896	ENSG00000157764
DB08896	ENSG00000097007
DB08896	ENSG00000113721
DB08896	ENSG00000198400
DB08896	ENSG00000157404
DB04941	ENSG00000001626
DB04941	ENSG00000131620
DB00432	ENSG00000176890
DB00504	ENSG00000112038
DB00018	ENSG00000142166
DB00018	ENSG00000159110
DB00081	ENSG00000156738
DB00081	ENSG00000173372
DB00081	ENSG00000072694
DB00081	ENSG00000159189
DB00081	ENSG00000150337
DB00081	ENSG00000173369
DB00081	ENSG00000203747
DB00081	ENSG00000162747
DB00081	ENSG00000143226
DB00081	ENSG00000159403
DB00145	ENSG00000182199
DB00145	ENSG00000145451
DB00145	ENSG00000196517
DB00145	ENSG00000106105
DB00145	ENSG00000149124
DB00145	ENSG00000101438
DB00145	ENSG00000158578
DB00145	ENSG00000156689
DB00145	ENSG00000165970
DB00145	ENSG00000166840
DB00145	ENSG00000023330
DB00145	ENSG00000145888
DB00145	ENSG00000178445
DB00145	ENSG00000136881
DB00145	ENSG00000276559
DB00145	ENSG00000176974
DB00145	ENSG00000161509
DB00145	ENSG00000101958
DB00145	ENSG00000172482
DB00145	ENSG00000123643
DB00145	ENSG00000179761
DB00145	ENSG00000100983
DB00145	ENSG00000124713
DB00145	ENSG00000125245
DB00145	ENSG00000113492
DB00145	ENSG00000109738
DB00145	ENSG00000100116
DB00145	ENSG00000183454
DB00145	ENSG00000171766
DB00145	ENSG00000116032
DB00145	ENSG00000140905
DB00393	ENSG00000102001
DB00393	ENSG00000151067
DB00393	ENSG00000067191
DB00393	ENSG00000167535
DB00393	ENSG00000081248
DB00393	ENSG00000165995
DB00393	ENSG00000151623
DB00393	ENSG00000106546
DB00393	ENSG00000157388
DB00393	ENSG00000182389
DB00071	ENSG00000136999
DB00071	ENSG00000163453
DB00071	ENSG00000139687
DB00071	ENSG00000117984
DB00071	ENSG00000109472
DB00071	ENSG00000081479
DB00071	ENSG00000119912
DB00071	ENSG00000233209
DB00071	ENSG00000225824
DB00071	ENSG00000231286
DB00071	ENSG00000125851
DB00071	ENSG00000140443
DB00071	ENSG00000171105
DB00071	ENSG00000233192
DB00071	ENSG00000231823
DB00071	ENSG00000231526
DB00071	ENSG00000237541
DB00071	ENSG00000257473
DB00071	ENSG00000223793
DB00071	ENSG00000225103
DB00071	ENSG00000206301
DB00071	ENSG00000175426
DB00071	ENSG00000102362
DB06155	ENSG00000118432
DB01591	ENSG00000184984
DB01591	ENSG00000133019
DB01591	ENSG00000181072
DB01591	ENSG00000168539
DB01591	ENSG00000180720
DB00054	ENSG00000005961
DB00054	ENSG00000203747
DB00054	ENSG00000173369
DB00054	ENSG00000150337
DB00054	ENSG00000072694
DB00054	ENSG00000159403
DB00054	ENSG00000159189
DB00054	ENSG00000109072
DB00054	ENSG00000259207
DB00054	ENSG00000143226
DB00054	ENSG00000162747
DB00054	ENSG00000173372
DB00054	ENSG00000182326
DB00838	ENSG00000113580
DB00945	ENSG00000095303
DB00945	ENSG00000073756
DB00945	ENSG00000077150
DB00945	ENSG00000141510
DB00945	ENSG00000132356
DB00945	ENSG00000151617
DB00945	ENSG00000044574
DB00945	ENSG00000177189
DB00945	ENSG00000187134
DB00945	ENSG00000100906
DB00945	ENSG00000104365
DB04855	ENSG00000102001
DB04855	ENSG00000184160
DB04855	ENSG00000151067
DB04855	ENSG00000165995
DB04855	ENSG00000055118
DB04855	ENSG00000170214
DB04855	ENSG00000067191
DB04855	ENSG00000182389
DB04855	ENSG00000144285
DB04855	ENSG00000043591
DB04855	ENSG00000081248
DB04855	ENSG00000167535
DB04855	ENSG00000082482
DB04855	ENSG00000157388
DB04855	ENSG00000150594
DB04855	ENSG00000171873
DB04855	ENSG00000120907
DB00798	ENSG00000081479
DB00798	ENSG00000228716
DB00964	ENSG00000120907
DB00964	ENSG00000150594
DB00026	ENSG00000115594
DB04794	ENSG00000197408
DB00384	ENSG00000111319
DB00384	ENSG00000168447
DB00384	ENSG00000162572
DB00384	ENSG00000166828
DB00904	ENSG00000135312
DB00904	ENSG00000178394
DB00904	ENSG00000166736
DB00904	ENSG00000112038
DB00904	ENSG00000164270
DB00726	ENSG00000184845
DB00726	ENSG00000178394
DB00726	ENSG00000149295
DB00726	ENSG00000179546
DB00726	ENSG00000147246
DB00726	ENSG00000168539
DB00726	ENSG00000150594
DB00726	ENSG00000170214
DB00726	ENSG00000102468
DB00726	ENSG00000043591
DB00726	ENSG00000196639
DB00726	ENSG00000120907
DB00726	ENSG00000108576
DB00726	ENSG00000103546
DB00726	ENSG00000276996
DB00726	ENSG00000142319
DB00726	ENSG00000166736
DB00666	ENSG00000109163
DB00740	ENSG00000183873
DB00740	ENSG00000151012
DB00130	ENSG00000135821
DB00130	ENSG00000128059
DB00130	ENSG00000171793
DB00912	ENSG00000006071
DB00912	ENSG00000132170
DB00292	ENSG00000022355
DB01080	ENSG00000237112
DB01080	ENSG00000232569
DB01080	ENSG00000237051
DB01080	ENSG00000204681
DB01080	ENSG00000232632
DB01080	ENSG00000206511
DB01080	ENSG00000206466
DB01080	ENSG00000183044
DB00975	ENSG00000112541
DB00975	ENSG00000065989
DB00975	ENSG00000196839
DB00975	ENSG00000138735
DB06751	ENSG00000151067
DB06751	ENSG00000065989
DB08881	ENSG00000157764
DB08906	ENSG00000113580
DB05269	ENSG00000175445
DB01054	ENSG00000081248
DB01054	ENSG00000151067
DB01054	ENSG00000196557
DB01054	ENSG00000157388
DB01054	ENSG00000007402
DB01054	ENSG00000153956
DB01054	ENSG00000108878
DB01054	ENSG00000165995
DB00074	ENSG00000134460
DB00074	ENSG00000203747
DB00074	ENSG00000143226
DB00074	ENSG00000100385
DB00074	ENSG00000072694
DB00074	ENSG00000182326
DB00074	ENSG00000159403
DB00074	ENSG00000173369
DB00074	ENSG00000173372
DB00074	ENSG00000162747
DB00074	ENSG00000150337
DB00074	ENSG00000159189
DB00823	ENSG00000082175
DB00823	ENSG00000091831
DB05829	ENSG00000144407
DB05829	ENSG00000160801
DB00020	ENSG00000198223
DB00020	ENSG00000100368
DB00020	ENSG00000169439
DB00020	ENSG00000186652
DB00020	ENSG00000185291
DB00309	ENSG00000101162
DB05246	ENSG00000006283
DB01078	ENSG00000163399
DB00304	ENSG00000091831
DB00304	ENSG00000082175
DB00717	ENSG00000082175
DB01257	ENSG00000106804
DB00585	ENSG00000113749
DB06637	ENSG00000130037
DB06637	ENSG00000182255
DB06637	ENSG00000182674
DB06637	ENSG00000166006
DB06637	ENSG00000177301
DB06637	ENSG00000171385
DB06637	ENSG00000130035
DB06637	ENSG00000151079
DB06637	ENSG00000143105
DB06637	ENSG00000177272
DB06637	ENSG00000158445
DB06637	ENSG00000129159
DB06637	ENSG00000184408
DB06637	ENSG00000104848
DB06637	ENSG00000131398
DB06637	ENSG00000102057
DB06637	ENSG00000111262
DB00784	ENSG00000095303
DB00784	ENSG00000073756
DB00534	ENSG00000074803
DB00534	ENSG00000112294
DB01338	ENSG00000120903
DB01338	ENSG00000133019
DB01338	ENSG00000181072
DB00747	ENSG00000090402
DB00747	ENSG00000181072
DB00747	ENSG00000184984
DB00747	ENSG00000133019
DB00747	ENSG00000168539
DB00747	ENSG00000180720
DB00262	ENSG00000104687
DB01351	ENSG00000011677
DB01351	ENSG00000120251
DB01351	ENSG00000151834
DB01351	ENSG00000274542
DB01351	ENSG00000175344
DB01351	ENSG00000109158
DB01351	ENSG00000101204
DB01351	ENSG00000022355
DB01351	ENSG00000186297
DB01351	ENSG00000145863
DB01351	ENSG00000164418
DB00056	ENSG00000182326
DB00056	ENSG00000105383
DB00056	ENSG00000173369
DB00056	ENSG00000159189
DB00056	ENSG00000203747
DB00056	ENSG00000150337
DB00056	ENSG00000072694
DB00056	ENSG00000162747
DB00056	ENSG00000173372
DB00056	ENSG00000159403
DB00056	ENSG00000143226
DB01135	ENSG00000181072
DB01135	ENSG00000120903
DB00554	ENSG00000073756
DB00554	ENSG00000095303
DB08807	ENSG00000188778
DB08807	ENSG00000178394
DB08807	ENSG00000169252
DB08807	ENSG00000135312
DB08807	ENSG00000043591
DB00736	ENSG00000105675
DB00167	ENSG00000196177
DB00167	ENSG00000060982
DB00167	ENSG00000196305
DB00167	ENSG00000105552
DB00167	ENSG00000067704
DB01104	ENSG00000276996
DB01104	ENSG00000142319
DB01104	ENSG00000108576
DB04842	ENSG00000102468
DB04842	ENSG00000149295
DB04842	ENSG00000108878
DB01356	ENSG00000133731
DB01356	ENSG00000141401
DB01356	ENSG00000125675
DB01356	ENSG00000082701
DB01600	ENSG00000095303
DB01600	ENSG00000073756
DB08827	ENSG00000138823
DB01577	ENSG00000146399
DB01577	ENSG00000108576
DB01577	ENSG00000189221
DB01577	ENSG00000150594
DB01577	ENSG00000165646
DB01577	ENSG00000276996
DB01577	ENSG00000142319
DB01577	ENSG00000036565
DB01577	ENSG00000184160
DB01577	ENSG00000069535
DB01577	ENSG00000103546
DB01167	ENSG00000001630
DB01016	ENSG00000187486
DB01016	ENSG00000069431
DB01016	ENSG00000151704
DB01016	ENSG00000001626
DB01016	ENSG00000006071
DB01016	ENSG00000110090
DB01016	ENSG00000073734
DB01016	ENSG00000165029
DB01016	ENSG00000120457
DB01120	ENSG00000006071
DB01120	ENSG00000112715
DB01221	ENSG00000112038
DB01221	ENSG00000102468
DB01221	ENSG00000115353
DB01221	ENSG00000103546
DB01221	ENSG00000116329
DB01221	ENSG00000198785
DB01221	ENSG00000149295
DB01221	ENSG00000178394
DB01221	ENSG00000082556
DB01221	ENSG00000168539
DB00353	ENSG00000184845
DB00831	ENSG00000120907
DB00831	ENSG00000149295
DB00831	ENSG00000160014
DB00831	ENSG00000198668
DB00831	ENSG00000143933
DB00831	ENSG00000114854
DB00831	ENSG00000130643
DB00831	ENSG00000196154
DB00006	ENSG00000180210
DB01234	ENSG00000007171
DB01234	ENSG00000113580
DB01234	ENSG00000169297
DB01234	ENSG00000135046
DB01063	ENSG00000149295
DB01063	ENSG00000184845
DB01246	ENSG00000196639
DB01339	ENSG00000120903
